logOut_medianTime,logOut_meanTime,logOut_stdTime,apiRequest_medianTime,apiRequest_meanTime,apiRequest_stdTime,totalTime,mode,actions,logIn_threads,logOut_threads,apiRequest_threads,repeat,logIn_medianTime,logIn_meanTime,logIn_stdTime
47801.0,1145087.1625,2848095.0865627844,62856.0,1789249.0847826088,3104521.462534687,2208640418,fine-grained,10,46,8,46,3,1533896.5,2812997.5347826085,3740991.460165166
411953.0,4410382.282608695,7140692.06295695,2308837.0,3831366.1625,4698615.513754188,4274294840,fine-grained,10,46,46,8,3,3279949.5,4215238.47173913,4950816.68878408
2121.0,1124754.2673913043,2711768.2200839017,3425.5,696097.6869565217,1793964.6244394425,894760330,fine-grained,10,8,46,46,4,31005.5,714605.3875,1528720.8786143584
969984.5,3485823.9125,5250108.920280424,140122.5,2141769.5826086956,4330686.271354438,2509592999,fine-grained,10,46,8,46,4,588701.5,2707637.1260869564,4422992.7896577865
1302596.5,3524552.6869565216,4165882.376032425,2422715.5,3436957.4875,3421030.1333732945,3120432661,fine-grained,10,46,46,8,4,1013038.5,2661264.8391304347,4198622.237974804
3838.0,668688.3478260869,1462412.3435991327,13651.0,826525.0456521739,1583711.5268837358,714478593,fine-grained,10,8,46,46,5,14510.0,333505.4,1008613.5616151586
2466726.0,6922852.3625,8793268.216215821,3718140.5,5892311.97173913,7092747.181174869,5340991985,fine-grained,10,46,8,46,5,1105964.5,4514565.845652174,6662069.31036613
1196620.5,3256883.1347826086,4523519.041952318,29763.5,1753893.4,3345064.600681048,2342374510,fine-grained,10,46,46,8,5,82761.0,1530210.4260869566,2729117.93459837
2425.5,927327.8478260869,2782773.901939944,5445.5,1132003.5695652175,2672257.998297283,1051291394,fine-grained,10,8,46,46,6,31246.0,1299986.775,2869525.0133517464
2071693.0,6516980.825,8884305.113743192,1669038.0,4244885.719565217,5797523.622444298,4381114349,fine-grained,10,46,8,46,6,1139897.5,4145887.9391304348,6330724.878802007
136152.0,2728812.954347826,4170819.429018359,801622.0,2263799.075,3052949.5474783103,2584287829,fine-grained,10,46,46,8,6,746206.0,2495499.8782608695,3364255.358164129
3095.0,556348.2869565217,1366993.176464131,1085.5,373842.8369565217,1051853.8871863892,429234012,fine-grained,10,8,46,46,7,15502.0,16826.1875,6177.4536888853145
452683.5,2430331.1375,4533322.790382389,115454.5,1780293.045652174,3010120.8534045564,1857920254,fine-grained,10,46,8,46,7,192633.5,1835997.743478261,3061608.756162317
52372.5,1572633.0086956522,2924168.877407008,225901.0,1664986.8875,2756554.1896774042,1609774542,fine-grained,10,46,46,8,7,181576.0,1637313.9282608696,2573268.3123248825
1036.0,1603143.3434782608,4147478.5547962114,9094.5,1201208.6847826086,3197250.038799769,1437432863,fine-grained,10,8,46,46,8,9890.0,1842886.625,4157468.908958291
366931.0,4174681.0125,6357098.714166019,1049787.5,3235425.256521739,4911033.299095538,3150561448,fine-grained,10,46,8,46,8,351023.0,2887589.889130435,4940518.189230714
14462.0,1921707.506521739,4148971.8343926957,293836.0,2038439.9875,3144979.896711259,2059076400,fine-grained,10,46,46,8,8,157561.5,2200034.2347826087,3269939.1709176707
1388.5,825118.1739130435,2437645.874638284,804.0,1036500.2586956521,2234808.0695840656,938867590,fine-grained,10,8,46,46,9,12498.0,1031538.8875,2155046.1640556185
22897.5,1945428.65,4818999.285279293,1289896.5,2927153.3652173914,3845108.3501224075,2874288180,fine-grained,10,46,8,46,9,1266223.5,2982963.782608696,3813723.701277376
149142.0,4666869.352173913,7766538.336997091,74193.0,3349583.7375,5162436.819331896,4519213844,fine-grained,10,46,46,8,9,3100847.5,4574972.2673913045,5121082.04021452
1015.5,4413.921739130435,31581.654084427857,539.5,963.9652173913043,3781.0717150950304,3313288,monitor,10,8,46,46,0,1991.0,10493.25,50871.70614833984
4641.0,93936.275,389279.14531017083,1973.5,44881.86956521739,235820.74495032054,47204560,monitor,10,46,8,46,0,2800.5,41399.995652173915,214954.88732790537
3607.5,5300.173913043478,15155.481361352635,1793.0,2895.925,5706.455806165638,7848561,monitor,10,46,46,8,0,2097.0,11258.27608695652,81968.55665008587
1155.5,2070.4347826086955,2087.3733789594053,563.0,1370.236956521739,7455.845393366598,2862181,monitor,10,8,46,46,1,3634.5,15993.4,67603.62296553212
14642.0,23932.25,43909.627436735456,6648.0,20338.22391304348,73067.53690687956,16302320,monitor,10,46,8,46,1,3272.5,10939.471739130435,77587.41030595073
5797.5,47815.77391304348,207502.82812897215,3486.5,93389.9875,266086.5123381698,47168313,monitor,10,46,46,8,1,2384.0,38482.3,180150.1249083488
1273.5,7941.091304347826,75184.84769183751,816.5,1081.9434782608696,1444.048512249777,4483065,monitor,10,8,46,46,2,2976.0,4155.8625,4565.187948614042
11663.5,20072.0125,64577.89360546556,3849.5,9667.345652173914,45422.66768604488,29701078,monitor,10,46,8,46,2,3130.0,51409.43043478261,229091.53739309148
7799.5,26944.486956521738,141275.37871938982,1950.5,2830.85,3588.4838838721466,17047190,monitor,10,46,46,8,2,3378.0,9622.3,41358.039699897534
1258.5,2239.8152173913045,2914.986191252501,669.0,952.6130434782609,2568.062901415132,2225075,monitor,10,8,46,46,3,3617.5,9456.975,32284.616023293802
9241.0,58506.5375,203801.59748494686,2293.0,9464.967391304348,80573.85074555053,30206052,monitor,10,46,8,46,3,3863.0,46025.31304347826,197643.53005397896
3805.0,10008.604347826087,45950.933960177754,1882.0,2626.025,2073.2138505839584,8477004,monitor,10,46,46,8,3,2412.0,7962.965217391305,44538.6542943512
948.0,2593.8217391304347,7830.862501902928,372.5,813.3065217391304,2492.3584283704777,1978477,monitor,10,8,46,46,4,4084.0,5139.975,3090.349838764111
6721.0,7677.35,5085.027991409459,2997.5,4495.94347826087,8983.200096327286,9333493,monitor,10,46,8,46,4,3334.0,14459.067391304348,67032.42111392174
4163.5,9687.810869565217,40786.4485448144,2103.5,2412.5125,1351.2343816940686,7531056,monitor,10,46,46,8,4,3004.0,6264.482608695652,24456.43156823956
1216.0,2157.3934782608694,2398.6284387793808,1070.5,1359.891304347826,1862.829110028724,1918032,monitor,10,8,46,46,5,3098.0,3751.0125,2390.817086607406
10463.5,128233.4125,342716.6749453731,3566.0,33080.27391304348,196123.050639608,52440259,monitor,10,46,8,46,5,2158.5,58618.82608695652,277860.5787602177
6147.5,8992.541304347826,9410.016390352348,1296.5,8729.7,45470.38351523753,11640013,monitor,10,46,46,8,5,3070.5,14793.626086956521,80409.85307342054
976.5,448579.94782608695,1355318.4248315168,1395.0,279539.85217391304,942992.4013835529,362633968,monitor,10,8,46,46,6,2024.5,346235.75,1061427.3181394816
8639.0,244026.425,634946.0339980219,3150.0,213580.02608695652,785798.3415972805,205938085,monitor,10,46,8,46,6,3193.0,191672.0847826087,774400.5191243935
5613.5,19075.267391304347,103373.63776709638,1035.0,1775.0,3398.3975896317943,20971915,monitor,10,46,46,8,6,3782.0,26207.15652173913,264978.2335507399
1874.5,35047.208695652174,191295.39018761693,802.0,74970.56521739131,304321.2757308198,50946630,monitor,10,8,46,46,7,2949.0,4230.675,3911.040218310278
15540.5,94733.9,288576.1821918877,5889.5,30234.384782608697,135191.68771874104,26425362,monitor,10,46,8,46,7,3302.0,10736.59347826087,42741.36367949628
3635.5,6077.073913043479,14763.320909086731,2621.5,18150.55,84697.90553444352,11861584,monitor,10,46,46,8,7,3358.0,16552.36086956522,64534.572786402794
934.0,1510.8891304347826,2700.4792317962892,770.5,1552.6652173913044,9559.66259243183,5925147,monitor,10,8,46,46,8,1580.5,56448.9,237132.14223551616
12296.0,169873.25,463800.0465108109,8542.5,69873.37391304348,254311.66183290302,49475355,monitor,10,46,8,46,8,3152.0,8138.571739130435,36414.52855142152
2593.0,8060.065217391304,78864.34259455635,2183.0,8146.8125,48187.11280948223,24991088,monitor,10,46,46,8,8,1892.5,44851.55,202028.5198699231
1224.0,2068.004347826087,2154.3155421893853,845.0,2539.7804347826086,31319.72465059613,2454992,monitor,10,8,46,46,9,3403.0,4192.6375,3993.6056936746563
8308.0,64559.3875,258451.38958921225,2995.5,24158.295652173914,130624.45774833852,27250124,monitor,10,46,8,46,9,3238.0,23853.384782608697,148585.99625076386
1835.5,12824.323913043478,133227.0000674863,1974.5,7270.7375,34414.83083734588,45537004,monitor,10,46,46,8,9,2815.0,84904.68695652173,356784.2763184383
3828.5,192080.19777777776,770093.51387837,1306.0,53046.62,407623.9902799413,113145583,free,10,9,45,45,0,28092.5,31539.055555555555,83937.18375356671
18668.5,225193.54444444444,1051804.2175491946,7945.0,478752.37555555557,1412362.5340721917,364454276,free,10,45,9,45,0,27039.5,286107.30666666664,844698.2158748609
9119.5,318215.7555555556,947947.4243345703,11160.0,120346.92222222222,450172.99416625587,172800703,free,10,45,45,9,0,14372.0,41716.42222222222,120510.10050502923
3777.5,116362.81777777777,466135.9376511271,1435.5,150572.91333333333,541277.3330853183,121076597,free,10,9,45,45,1,5393.0,10616.866666666667,24992.65031119205
7283.0,88397.3111111111,350662.2158558195,2179.5,34657.037777777776,366113.93547070137,46975104,free,10,45,9,45,1,22262.0,52052.62,176953.25611470026
15627.5,358163.18666666665,1116130.3411152365,5116.0,324325.3777777778,1107157.347992146,206997945,free,10,45,45,9,1,16031.0,36967.171111111114,165119.8964209805
2407.5,58713.08888888889,252590.89243895974,1841.5,2791.1,9174.20432268341,29165996,free,10,9,45,45,2,6428.5,16545.67777777778,48445.446692461046
23200.5,221933.54444444444,697077.8396300728,7977.0,154546.12666666668,557020.3589370822,107371997,free,10,45,9,45,2,22663.0,39671.602222222224,74523.38669396393
9286.5,113453.74666666667,399994.96865936794,3348.0,64826.822222222225,449591.2487677083,77070904,free,10,45,45,9,2,8817.0,44849.56444444445,138208.9219311595
1968.5,10027.304444444444,49578.79433096828,1276.0,4082.6755555555555,24077.345764833728,7887984,free,10,9,45,45,3,16385.5,17094.366666666665,10087.68700056402
20588.5,970239.7333333333,2824067.982067047,9363.5,1066851.4466666668,2843780.265168569,639765278,free,10,45,9,45,3,41059.0,160801.22444444444,508297.16709652497
13546.0,855430.6,2414611.579278504,14389.0,705153.7333333333,2140226.55415347,501586231,free,10,45,45,9,3,25131.5,118174.72222222222,329668.5331926792
5985.0,127248.01555555555,373792.19370807265,2610.0,29309.19111111111,165297.73899373217,72148910,free,10,9,45,45,4,12883.5,18868.522222222222,33625.370380392866
22485.5,801897.3,1897193.7415633593,8015.0,426020.8933333333,1496453.9079160427,288603947,free,10,45,9,45,4,24438.0,54941.75111111111,220535.24115842918
6702.5,50090.46,182822.65251432513,3450.0,7174.977777777778,11689.988981240449,35179880,free,10,45,45,9,4,5725.5,26652.055555555555,222501.84004194793
1940.0,27120.406666666666,121648.27197203842,1510.0,16839.99111111111,97208.49236038935,21341348,free,10,9,45,45,5,6673.0,17324.1,40729.15123076654
23960.0,1036706.0333333333,2324617.824238229,7965.5,516420.20222222223,1451193.1850837597,404063790,free,10,45,9,45,5,33655.5,174158.12444444443,437878.2658722763
12322.0,536397.0755555555,1570836.5575629664,8827.5,244612.36666666667,985650.5604004484,328940777,free,10,45,45,9,5,25965.5,145659.95555555556,412656.2067899443
3643.5,67337.54222222223,267910.66247134417,2191.0,13240.628888888888,64787.768666999225,40129442,free,10,9,45,45,6,3541.5,42991.833333333336,114107.7351098218
20827.0,463461.23333333334,1210707.102875057,9942.5,267977.5,918057.1773446994,174771040,free,10,45,9,45,6,13115.0,27710.34222222222,56730.49790984263
17844.0,521667.5577777778,1407327.0342345184,7063.0,108028.94444444444,537039.985565433,297388607,free,10,45,45,9,6,23764.5,117590.22444444445,409454.17656715907
3229.5,244185.68444444446,906312.0950479518,1338.5,388459.36,1164713.8050421441,288916328,free,10,9,45,45,7,6800.0,46956.2,146533.00915640633
20704.5,656601.1,1876802.2886936644,10528.5,509323.7555555556,1453542.786592581,307630372,free,10,45,9,45,7,25996.5,42979.073333333334,91547.12595027931
9430.0,56094.94666666666,256322.61381597552,4165.0,87282.33333333333,374291.0302402592,45295030,free,10,45,45,9,7,7933.5,27104.20888888889,109826.74826236548
3146.0,114716.76444444444,485993.66119081725,2446.0,97049.80888888889,370834.56756116956,96891354,free,10,9,45,45,8,8304.0,17737.733333333334,33523.931918837865
24433.5,321619.94444444444,911490.7090382322,6376.0,365890.3888888889,1329279.3344353288,230503371,free,10,45,9,45,8,32550.5,82015.33555555556,191459.26191287654
8917.0,123275.78444444445,335643.74668124376,5792.5,86868.28888888888,411657.30456242483,91486660,free,10,45,45,9,8,14350.5,62654.246666666666,178774.60023318097
4715.5,224384.19333333333,803007.7249280653,1045.0,1803.2533333333333,5312.332525984887,105500641,free,10,9,45,45,9,16128.0,41292.11111111111,96371.00108172133
21062.0,950226.1555555556,2119579.2592318985,12985.5,797696.0977777778,2123013.4006945435,547967603,free,10,45,9,45,9,39256.0,229964.45555555556,539582.0316727913
17466.0,800865.5622222222,2259202.007736225,7032.5,866436.7,2439059.0648369486,493757634,free,10,45,45,9,9,30767.0,123086.28444444445,290190.5915341484
6830.5,25544.946666666667,91087.0794111067,4685.0,31071.486666666668,141016.66775875352,26424480,lazy,10,9,45,45,0,8643.0,10523.166666666666,7256.166311056264
8418.0,9327.7,4009.4619534520807,4266.5,14897.977777777778,94556.63371959991,17620989,lazy,10,45,9,45,0,5693.0,22394.235555555555,108119.3730501594
9833.5,17094.275555555556,77635.40045869988,3456.0,4188.955555555555,3932.098867477835,46479741,lazy,10,45,45,9,0,9803.0,85356.24666666667,302454.16095625825
7116.5,17404.844444444443,79857.78737203988,4853.5,12465.191111111111,45599.11213768457,14828814,lazy,10,9,45,45,1,8694.0,15414.422222222222,33124.18811622485
15634.5,16700.62222222222,6317.763477790094,8349.0,19765.584444444445,93452.73744523127,57043284,lazy,10,45,9,45,1,13875.5,103657.14444444445,338959.6100940074
5637.0,40318.182222222225,220599.16381107364,2185.0,3195.9444444444443,2669.3406388689145,96640490,lazy,10,45,45,9,1,3877.5,173799.27333333335,612419.3351254585
6310.0,14052.686666666666,48085.42609202621,1402.0,11343.15111111111,76823.13204249737,12281089,lazy,10,9,45,45,2,7443.5,9477.355555555556,7002.446322634204
11070.0,25387.18888888889,68185.49371983642,6406.0,8097.746666666667,7018.712983805672,25108566,lazy,10,45,9,45,2,11589.0,42621.62888888889,114976.31203728415
6201.5,11523.255555555555,42197.7625683159,6515.5,25651.077777777777,107606.03158653734,20205331,lazy,10,45,45,9,2,9412.0,28247.264444444445,82993.84795736101
1524.5,2288.3,2170.2709469778683,4932.0,7329.9111111111115,16338.226733866375,5481245,lazy,10,9,45,45,3,9782.0,12811.666666666666,15298.825196139162
9022.5,10079.477777777778,5917.475384525644,6105.0,10599.146666666667,38043.67675716143,13079802,lazy,10,45,9,45,3,8370.5,16451.184444444443,36251.10741445518
10053.0,17810.408888888887,61696.660805830295,4424.0,6332.311111111111,5550.099425457118,32622311,lazy,10,45,45,9,3,23963.0,53417.153333333335,205436.58714658755
4879.0,11061.913333333334,47949.41417873409,5300.0,7359.055555555556,17374.469201013057,12939902,lazy,10,9,45,45,4,10679.5,51671.84444444445,234183.33934170884
12500.5,46557.688888888886,247342.58830334648,6217.0,9407.2,28595.22049002335,24738604,lazy,10,45,9,45,4,13954.0,36255.93777777778,186656.04715369627
6191.5,11272.393333333333,55429.870076904335,2153.0,5001.0888888888885,6432.3500111675585,13941111,lazy,10,45,45,9,4,4176.5,18707.635555555556,116863.55277587268
4461.5,16684.073333333334,87068.60507894492,1973.0,11206.057777777778,185159.8087685079,14435130,lazy,10,9,45,45,5,6347.0,20939.67777777778,120122.52490048666
6387.0,50120.51111111111,399570.24977669725,5088.5,51085.95777777778,397410.47503937344,168800451,lazy,10,45,9,45,5,5994.5,314002.05333333334,1049745.057438962
5684.5,9468.08,34507.57928601582,3889.5,22849.81111111111,99998.76680204718,15476720,lazy,10,45,45,9,5,4968.5,20354.66888888889,103052.26177830882
2366.5,25850.46888888889,108619.29496285324,5660.5,20688.213333333333,122987.13486355181,21941191,lazy,10,9,45,45,6,9376.0,11097.6,5817.2616744275865
17847.0,19885.6,10019.094126671389,11193.0,18670.53111111111,38580.08278130271,74780550,lazy,10,45,9,45,6,24143.0,143531.3488888889,565313.963430422
10022.5,14095.717777777778,38795.03470557267,7043.0,47979.72222222222,260902.37372889387,53062779,lazy,10,45,45,9,6,10075.5,94225.62444444445,270987.7005127836
2173.0,91775.87333333334,639130.0903851239,3023.5,86716.34444444445,464224.2468304513,82311395,lazy,10,9,45,45,7,3857.5,22109.966666666667,116506.59447396196
13864.5,31811.755555555555,134344.33072772794,8806.0,97329.91111111111,339235.89407951763,53673802,lazy,10,45,9,45,7,5838.0,15582.853333333333,52778.95262799848
7630.0,10607.16,24281.12795628689,6055.0,28759.11111111111,173246.81673327286,20620598,lazy,10,45,45,9,7,7224.0,29464.568888888887,156164.65593739628
2592.5,3262.34,2146.586431361459,4135.0,5990.366666666667,13287.019337967708,10535438,lazy,10,9,45,45,8,13167.5,70796.88888888889,271291.567242407
9837.5,19867.3,81565.33688219979,5280.5,19384.297777777778,104745.29380760784,17262395,lazy,10,45,9,45,8,5664.5,15003.12,59914.99947409758
6192.0,9457.524444444445,26339.537941497027,6330.0,8049.488888888889,8414.01459877593,18364637,lazy,10,45,45,9,8,8705.0,29742.882222222222,101496.04843643442
4952.5,13767.735555555555,49409.385150878166,4597.0,12071.951111111111,95319.0975748466,12398760,lazy,10,9,45,45,9,5110.5,8565.566666666668,12303.188549032064
10641.0,14050.766666666666,15510.560803146025,7087.0,11588.951111111111,41192.93028946586,16630209,lazy,10,45,9,45,9,9938.5,22556.915555555555,60904.14381597708
8614.5,12784.353333333333,31965.87627806476,6564.0,19213.51111111111,81939.78946821489,13668288,lazy,10,45,45,9,9,10963.0,13746.917777777779,9638.960286411808
4854.5,8055.022222222222,18729.62552012791,5420.5,7606.433333333333,17188.98171652417,8785485,optimistic,10,9,45,45,0,11622.0,19309.222222222223,37089.740186419884
20530.0,27627.8,24696.99378840003,15897.5,26603.993333333332,35826.40756481112,65073570,optimistic,10,45,9,45,0,23170.0,112478.38,315105.68130132114
7659.0,14732.824444444444,58164.94688447492,7184.0,12346.833333333334,34907.31288833716,46437129,optimistic,10,45,45,9,0,14218.0,85991.42888888888,282540.28348328604
2394.5,8309.573333333334,43933.601906831784,2732.5,14098.135555555555,81832.58865851653,11450532,optimistic,10,9,45,45,1,11471.0,15189.58888888889,19270.903534378864
